,place,beer,name,ratings,score,style,style_name,style_genre
396,10272,90264,Innis & Gunn Winter Treacle Porter Oak Aged Beer,75,3.5,101,English Porter,Porters
397,10272,152677,Scotch Whisky Porter,18,3.89,101,English Porter,Porters
398,2760,18832,Ringwood XXXX Porter Winter Ale,8,3.45,101,English Porter,Porters
399,30909,119356,5-Grain Porter,1,3.59,101,English Porter,Porters
400,30909,105757,6 Grain Porter,5,3.82,101,English Porter,Porters
401,30909,104252,7-Grain Farmhouse Porter,1,3.7,101,English Porter,Porters
402,30909,91396,7-Grain Porter,11,3.94,101,English Porter,Porters
403,30909,92134,9-Grain Porter,3,4.03,101,English Porter,Porters
404,30909,197983,Porter,4,3.1,101,English Porter,Porters
405,13189,128483,Vanilla Porter,8,3.12,101,English Porter,Porters
406,11082,69419,Coconut Porter,2,3.38,101,English Porter,Porters
407,11385,161589,Peacock Porter,0,0.0,101,English Porter,Porters
408,11385,55596,Truncheon,1,4.18,101,English Porter,Porters
409,25429,104406,Fellowship,5,3.6,101,English Porter,Porters
410,49626,326892,Chocolate Porter,0,0.0,101,English Porter,Porters
411,13393,28928,Cardinal,1,3.15,101,English Porter,Porters
412,49834,326743,Solstice Porter,0,0.0,101,English Porter,Porters
413,3410,68510,Cart Noir,5,3.49,101,English Porter,Porters
414,38440,277792,Black Buzzard,1,4.0,101,English Porter,Porters
415,4534,125536,Walnut Porter,1,3.75,101,English Porter,Porters
416,748,2548,Old Slug Porter,135,3.76,101,English Porter,Porters
417,42442,241835,Potters' Fields Porter,2,3.78,101,English Porter,Porters
418,30749,253034,Dark Side Of The Moo,1,4.32,101,English Porter,Porters
419,5062,20897,Coffee Porter,618,3.78,101,English Porter,Porters
420,5062,25548,London Porter,461,4.0,101,English Porter,Porters
421,5062,89418,Marks & Spencer London Porter,18,3.59,101,English Porter,Porters
422,5062,297317,Marks & Spencer Port Barrel Aged Greenwich Ale,2,3.39,101,English Porter,Porters
423,5062,380692,Marks & Spencer Sherry Barrel Aged Greenwich Ale,1,3.94,101,English Porter,Porters
424,5062,193212,Marks And Spencer Maritime Salted Caramel Porter,12,3.29,101,English Porter,Porters
425,5062,83408,Naval College Old Porter,120,4.16,101,English Porter,Porters
426,5062,39761,Winter Time,15,3.81,101,English Porter,Porters
427,43678,253585,LAPSANG SOUCHONG SMOKED PORTER,1,4.13,101,English Porter,Porters
428,28272,336724,Baron Saturday,1,3.76,101,English Porter,Porters
429,41106,202030,Volden Porter,0,0.0,101,English Porter,Porters
430,53505,361739,Porter,0,0.0,101,English Porter,Porters
431,13090,28199,Three Stations Porter,0,0.0,101,English Porter,Porters
432,22276,108933,London Brown Porter,1,3.5,101,English Porter,Porters
433,22276,73148,Ruby Porter,1,2.45,101,English Porter,Porters
434,22276,96995,Smoked Rye Porter,4,3.89,101,English Porter,Porters
435,40373,381106,Autumn-Winter 18 One Off Porter,1,4.13,101,English Porter,Porters
436,40373,196139,Smoked Porter,0,0.0,101,English Porter,Porters
437,6872,18654,Peregrine Porter,4,3.64,101,English Porter,Porters
438,31201,91444,Devils Dyke,2,3.73,101,English Porter,Porters
439,33363,315622,Morning Star,2,3.5,101,English Porter,Porters
440,33363,342448,Raspberry & Chocolate Imperial Porter,1,4.5,101,English Porter,Porters
441,884,28601,Brooklyn Smoked Porter,1,4.2,101,English Porter,Porters
442,8593,20779,Black Bee,1,4.5,101,English Porter,Porters
443,41635,182771,Stock Porter,2,3.5,101,English Porter,Porters
444,52707,372186,Perky Porter,0,0.0,101,English Porter,Porters
445,12537,100881,Slater's Smoked Porter,2,3.61,101,English Porter,Porters
446,11395,28237,The Pudding Porter,1,3.48,101,English Porter,Porters
447,13093,294824,Dark Matter,1,3.79,101,English Porter,Porters
448,36456,169304,Ace Of Spades,3,3.9,101,English Porter,Porters
449,27915,191798,Nine (9),1,3.99,101,English Porter,Porters
450,38354,217133,Pink Peppercorn Porter,3,3.67,101,English Porter,Porters
451,38354,204991,Plum Pudding Porter,4,4.15,101,English Porter,Porters
452,40307,302000,Filthy Animal #2,1,4.1,101,English Porter,Porters
453,20039,83873,Double Espresso Premio Caffé,25,3.53,101,English Porter,Porters
454,14239,284390,Elephant School Brewing Co. Porter In A Storm,1,3.79,101,English Porter,Porters
455,15191,247012,Black Grouse,2,3.64,101,English Porter,Porters
456,9416,27960,Power Station Porter,3,3.83,101,English Porter,Porters
457,14121,31219,Atlantic Blue,2,3.52,101,English Porter,Porters
458,9054,103059,Downton X,1,3.75,101,English Porter,Porters
459,27132,105391,Baltic Night,3,3.32,101,English Porter,Porters
460,13544,29483,Custom Beers Dark Roast Porter,1,4.07,101,English Porter,Porters
461,18188,69658,Dunham Porter,3,4.0,101,English Porter,Porters
462,44278,281242,Dissident,1,3.78,101,English Porter,Porters
463,164,5284,Harveys Porter,31,3.77,101,English Porter,Porters
464,164,18971,Harveys Tom Paine Original Old Porter,36,3.87,101,English Porter,Porters
465,52312,362082,The Bandon Car,0,0.0,101,English Porter,Porters
466,51594,322048,Rigor Portis,2,3.76,101,English Porter,Porters
467,42413,192052,Porter,1,3.86,101,English Porter,Porters
468,14001,180404,Porter,2,3.62,101,English Porter,Porters
469,49651,326780,Jolly Collier Porter,0,0.0,101,English Porter,Porters
470,30603,279479,Smokehouse Porter,1,3.89,101,English Porter,Porters
471,30603,94336,Ten Thousand Geese,1,3.81,101,English Porter,Porters
472,30603,126781,Wild Damson Porter,1,3.75,101,English Porter,Porters
473,27927,104163,Ruck & Maul,1,3.6,101,English Porter,Porters
474,296,306207,St Peter's Plum Porter,3,3.82,101,English Porter,Porters
475,296,2440,St. Peter's Honey Porter,82,3.28,101,English Porter,Porters
476,296,838,St. Peter's Old-Style Porter,617,3.85,101,English Porter,Porters
477,23249,63964,A London Porter,2,3.98,101,English Porter,Porters
478,23249,69303,Export India Porter,93,3.99,101,English Porter,Porters
479,23249,115820,Export India Porter Bramling Cross,2,4.12,101,English Porter,Porters
480,23249,254697,Export India Porter Mosaic,1,3.98,101,English Porter,Porters
481,23249,346142,India Double Porter Citra Galaxy,2,4.09,101,English Porter,Porters
482,23249,60267,Porter,3,4.21,101,English Porter,Porters
483,52708,371987,Black Goddess,0,0.0,101,English Porter,Porters
484,34089,113925,Jewellery Porter,1,3.42,101,English Porter,Porters
485,13295,66345,Black Horse Porter,1,3.82,101,English Porter,Porters
486,40746,174511,Dark Bay Porter,0,0.0,101,English Porter,Porters
487,11328,77903,Puddledock Porter,1,3.33,101,English Porter,Porters
488,21832,158007,Amorous Ape,0,0.0,97,American Pale Ale (APA),Pale Ales
489,21832,95994,Infinity,3,3.49,97,American Pale Ale (APA),Pale Ales
490,21832,91504,Tie A Yellow Gibbon,1,4.04,97,American Pale Ale (APA),Pale Ales
491,36639,211628,The Funky Pale,1,3.54,97,American Pale Ale (APA),Pale Ales
492,33192,113106,02|01 Golden Ale (Motueka & Pacific Jade),4,4.21,97,American Pale Ale (APA),Pale Ales
493,33192,161427,02|02 Golden Ale (Pacific),0,0.0,97,American Pale Ale (APA),Pale Ales
494,33192,161429,02|04 Golden Ale (Chinook & Grapefruit),0,0.0,97,American Pale Ale (APA),Pale Ales
495,33192,105162,02|05 Golden Ale (Mosaic & Chinook),1,3.75,97,American Pale Ale (APA),Pale Ales
496,33192,105163,02|06 Golden Ale (Nelson & Jade),1,3.75,97,American Pale Ale (APA),Pale Ales
497,33192,105158,02|07 Golden Ale (Amarillo & Pacific Jade),2,3.72,97,American Pale Ale (APA),Pale Ales
498,33192,121241,02|08 Golden Ale (Polaris & Cascade),2,3.65,97,American Pale Ale (APA),Pale Ales
499,33192,161430,02|09 Golden Ale (Summit & Nugget),1,3.58,97,American Pale Ale (APA),Pale Ales
500,33192,161431,02|10 Golden Ale (Amarillo & Simcoe),0,0.0,97,American Pale Ale (APA),Pale Ales
501,33192,161432,02|11 Golden Ale (Cascade & Bramling),1,3.5,97,American Pale Ale (APA),Pale Ales
502,33192,161433,02|12 Golden Ale (Liberty & Pacific Jade),0,0.0,97,American Pale Ale (APA),Pale Ales
503,33192,161434,02|13 Golden Ale (Cascade),1,3.44,97,American Pale Ale (APA),Pale Ales
504,33192,121619,11|02 Session IPA (Motueka & Centennial),4,3.85,97,American Pale Ale (APA),Pale Ales
505,33192,249638,21|01 Pale Ale (Galaxy & Mosaic),1,3.65,97,American Pale Ale (APA),Pale Ales
506,33192,249734,21|03 Citra Amarillo Mosaic Pale Ale,4,3.8,97,American Pale Ale (APA),Pale Ales
507,33192,256541,21|04 Pale Ale Motueka,1,2.99,97,American Pale Ale (APA),Pale Ales
508,33192,309757,21|13 Pale Ale Mandarina & Loral,3,3.72,97,American Pale Ale (APA),Pale Ales
509,33192,329367,42|02 DDH Pale Ale - Number Two,3,4.18,97,American Pale Ale (APA),Pale Ales
510,33192,321123,Brew by Numbers 5th Anniversary DDH Pale Ale,2,4.19,97,American Pale Ale (APA),Pale Ales
511,16423,308198,Pennygate,1,4.01,97,American Pale Ale (APA),Pale Ales
512,16423,196128,Rule Of 72,0,0.0,97,American Pale Ale (APA),Pale Ales
513,33194,104555,Aurora,3,3.68,97,American Pale Ale (APA),Pale Ales
514,33194,253312,Burning Sky / Liberty Descent Into The Maelstrom,3,4.15,97,American Pale Ale (APA),Pale Ales
515,33194,364916,Burning Sky / Two Roads - The Call,2,3.99,97,American Pale Ale (APA),Pale Ales
516,33194,307247,Hallertau Blanc,1,4.0,97,American Pale Ale (APA),Pale Ales
517,37171,308222,Breaking Glass,1,3.93,97,American Pale Ale (APA),Pale Ales
518,5050,255622,Afro-Caribbean Hop Session,1,2.81,97,American Pale Ale (APA),Pale Ales
519,323,31033,Over & Out S.P.A,1,3.77,97,American Pale Ale (APA),Pale Ales
520,323,75644,Pride Of Scotland,2,4.04,97,American Pale Ale (APA),Pale Ales
521,323,120882,The Ridge,16,3.66,97,American Pale Ale (APA),Pale Ales
522,31651,216790,Aussie Pale,1,3.96,97,American Pale Ale (APA),Pale Ales
523,31651,256003,NZ Pale Ale,1,4.24,97,American Pale Ale (APA),Pale Ales
524,31651,104249,Oatmeal Pale Ale,0,0.0,97,American Pale Ale (APA),Pale Ales
525,31651,283557,Pale Ale #2 Ella Galaxy Chinook,1,3.9,97,American Pale Ale (APA),Pale Ales
526,31651,216789,Pale Ale No. 1,4,4.01,97,American Pale Ale (APA),Pale Ales
527,31651,109050,Pale XX - Single Hop 5256,4,3.75,97,American Pale Ale (APA),Pale Ales
528,31651,241981,Pale XX No. 2,3,3.58,97,American Pale Ale (APA),Pale Ales
529,31651,210125,Riding Ale,1,3.56,97,American Pale Ale (APA),Pale Ales
530,44454,303820,Extra Pale Ale,2,3.8,97,American Pale Ale (APA),Pale Ales
531,44454,375707,Ghost Dance,1,2.94,97,American Pale Ale (APA),Pale Ales
532,44454,220474,West Coast Pale Ale,7,3.55,97,American Pale Ale (APA),Pale Ales
533,49304,327120,American Pale Ale R1/R2,0,0.0,97,American Pale Ale (APA),Pale Ales
534,49304,367801,American Pale Ale R22,0,0.0,97,American Pale Ale (APA),Pale Ales
535,49304,327121,American Pale Ale R3,0,0.0,97,American Pale Ale (APA),Pale Ales
536,49304,327118,American Pale Ale R3.2,0,0.0,97,American Pale Ale (APA),Pale Ales
537,41204,199957,Mourne Gold Pale Ale,0,0.0,97,American Pale Ale (APA),Pale Ales
538,51764,327607,American Pale Ale,0,0.0,97,American Pale Ale (APA),Pale Ales
539,52946,361787,Citratus,0,0.0,97,American Pale Ale (APA),Pale Ales
540,52946,361770,Ghost Rider,0,0.0,97,American Pale Ale (APA),Pale Ales
541,282,221665,Disintegration,1,4.02,97,American Pale Ale (APA),Pale Ales
542,45950,240165,London Beer House Pale Ale,1,3.0,97,American Pale Ale (APA),Pale Ales
543,44099,379022,Mosaic Pale,1,4.0,97,American Pale Ale (APA),Pale Ales
544,46730,349743,Colour Of Desire,1,4.12,97,American Pale Ale (APA),Pale Ales
545,46730,350720,Squeaky Blinders,2,3.7,97,American Pale Ale (APA),Pale Ales
546,46730,245327,Sunbathe In The Shade,1,3.63,97,American Pale Ale (APA),Pale Ales
547,17087,42777,Pale Ale,4,3.43,97,American Pale Ale (APA),Pale Ales
548,118,291008,St Magnus 900th Anniversary,0,0.0,97,American Pale Ale (APA),Pale Ales
549,17888,103113,American IPA,2,3.9,97,American Pale Ale (APA),Pale Ales
550,53207,355405,Ice Cream Pale Ale,1,4.0,97,American Pale Ale (APA),Pale Ales
551,37154,320229,Catalyst,1,3.88,97,American Pale Ale (APA),Pale Ales
552,36376,134770,Cretin Hop,1,4.25,97,American Pale Ale (APA),Pale Ales
553,36376,196145,South Pacific Pale,1,3.58,97,American Pale Ale (APA),Pale Ales
554,52703,372175,Westide,0,0.0,97,American Pale Ale (APA),Pale Ales
555,44636,314838,Shrew Brew,1,3.71,97,American Pale Ale (APA),Pale Ales
556,3411,92090,Sanda Blonde IPA,14,3.81,97,American Pale Ale (APA),Pale Ales
557,23648,97413,Tomahawk,1,3.39,97,American Pale Ale (APA),Pale Ales
558,37167,308219,Fruit Loop Soup,1,2.44,97,American Pale Ale (APA),Pale Ales
559,37167,189861,Kia Kaha,3,3.53,97,American Pale Ale (APA),Pale Ales
560,37167,197743,Mana,1,4.26,97,American Pale Ale (APA),Pale Ales
561,3409,82150,American Pale Ale,2,3.5,97,American Pale Ale (APA),Pale Ales
562,13299,296610,13 Moons Of 2015 - #1 American Pale Ale,0,0.0,97,American Pale Ale (APA),Pale Ales
563,13299,296613,13 Moons Of 2015 - #2 Passion Fruit Pale Ale,0,0.0,97,American Pale Ale (APA),Pale Ales
564,36381,277765,A Moment Of Clarity,1,4.0,97,American Pale Ale (APA),Pale Ales
565,36381,195509,Brunch Club Nelson Pale,0,0.0,97,American Pale Ale (APA),Pale Ales
566,36381,157563,Penny Lane Pale,5,3.92,97,American Pale Ale (APA),Pale Ales
567,36381,192417,Summer Pale,0,0.0,97,American Pale Ale (APA),Pale Ales
568,46888,342303,Wanna Go To The Sun,2,3.81,97,American Pale Ale (APA),Pale Ales
569,47409,308250,Never Known a Fog Like it,1,4.18,97,American Pale Ale (APA),Pale Ales
570,5059,252803,Pekko,1,4.09,97,American Pale Ale (APA),Pale Ales
571,28387,99948,Directionless,4,3.58,97,American Pale Ale (APA),Pale Ales
572,28387,367387,Effortless,1,4.01,97,American Pale Ale (APA),Pale Ales
573,28387,201083,Tilting (for Virgin Trains),1,3.81,97,American Pale Ale (APA),Pale Ales
574,28387,94282,Wreckless (Pale Ale),18,4.03,97,American Pale Ale (APA),Pale Ales
575,2749,111376,Wadworth/Bale Breaker Field 41,2,3.59,97,American Pale Ale (APA),Pale Ales
576,49857,293584,Laughing Water,1,3.81,97,American Pale Ale (APA),Pale Ales
577,31180,286042,APA,0,0.0,97,American Pale Ale (APA),Pale Ales
578,33351,296921,Appaloosa,1,3.99,97,American Pale Ale (APA),Pale Ales
579,37484,159913,Nelson Pale,0,0.0,97,American Pale Ale (APA),Pale Ales
580,37484,144350,New Zealand Pale,0,0.0,97,American Pale Ale (APA),Pale Ales
581,37484,159910,Waimea Pale,0,0.0,97,American Pale Ale (APA),Pale Ales
582,38988,158670,White Knight,0,0.0,97,American Pale Ale (APA),Pale Ales
583,45118,369702,Nelson Chinook,1,3.81,97,American Pale Ale (APA),Pale Ales
584,33897,345982,Arsenal Pale Ale,3,3.67,97,American Pale Ale (APA),Pale Ales
585,33897,280092,Four Hour Session,3,3.78,97,American Pale Ale (APA),Pale Ales
586,38694,217449,Citra Brett Pale,5,3.21,97,American Pale Ale (APA),Pale Ales
587,22197,265067,Arapaho,1,3.66,97,American Pale Ale (APA),Pale Ales
588,1680,69732,Citra,184,3.88,97,American Pale Ale (APA),Pale Ales
589,1680,257611,Craftworks American Pale,4,3.51,97,American Pale Ale (APA),Pale Ales
590,1680,243596,Craftworks Pale,1,3.78,97,American Pale Ale (APA),Pale Ales
591,1680,352221,Morrisons The Best APA,1,3.68,97,American Pale Ale (APA),Pale Ales
592,1680,101323,Perun,2,3.52,97,American Pale Ale (APA),Pale Ales
593,6901,29618,Ossett Silver Link,0,0.0,97,American Pale Ale (APA),Pale Ales
594,6901,109808,Rat White Rat,3,3.67,97,American Pale Ale (APA),Pale Ales
595,43659,307179,A Beer Called Clive,1,4.07,97,American Pale Ale (APA),Pale Ales
596,43659,307010,Boom Juice,1,3.93,97,American Pale Ale (APA),Pale Ales
597,43659,271075,Road Runner,1,4.23,97,American Pale Ale (APA),Pale Ales
598,33760,165359,Citradelic,0,0.0,97,American Pale Ale (APA),Pale Ales
599,33760,165361,Lovelight,0,0.0,97,American Pale Ale (APA),Pale Ales
600,13892,228662,The Mad Squirrels Unhinged Beers A.P.A American Pale Ale,1,3.72,97,American Pale Ale (APA),Pale Ales
601,47356,308227,5th Shade of Pale,1,3.93,97,American Pale Ale (APA),Pale Ales
602,294,70207,Wanderer Pale Ale,1,3.65,97,American Pale Ale (APA),Pale Ales
603,40308,169958,Pale Ale,0,0.0,97,American Pale Ale (APA),Pale Ales
604,479,282860,Knees Up,1,3.68,97,American Pale Ale (APA),Pale Ales
605,42842,351897,BRU-1 Hundred,0,0.0,97,American Pale Ale (APA),Pale Ales
606,42842,351904,Chinook,0,0.0,97,American Pale Ale (APA),Pale Ales
607,42842,319891,Monsters Act Naturally,1,4.07,97,American Pale Ale (APA),Pale Ales
608,42842,284934,West Of The Sun,1,3.16,97,American Pale Ale (APA),Pale Ales
609,42842,287248,Yellow Peak,1,3.41,97,American Pale Ale (APA),Pale Ales
610,36908,191595,Silver Dollar,2,3.38,97,American Pale Ale (APA),Pale Ales
611,25929,81719,Byron Pale Ale,7,3.77,97,American Pale Ale (APA),Pale Ales
612,44303,270336,Spirit,1,3.79,97,American Pale Ale (APA),Pale Ales
613,50410,328055,Pintle,9,3.84,97,American Pale Ale (APA),Pale Ales
614,50410,324719,Steel-Cut,2,3.86,97,American Pale Ale (APA),Pale Ales
615,44590,367624,Hazmat,1,4.0,97,American Pale Ale (APA),Pale Ales
616,44590,235718,Persuasion Golden Ale,1,4.05,97,American Pale Ale (APA),Pale Ales
617,37597,303401,N1,2,3.76,97,American Pale Ale (APA),Pale Ales
618,9220,369600,Iti (Little) NZPA,1,3.52,97,American Pale Ale (APA),Pale Ales
619,9220,83607,USPA,1,3.97,97,American Pale Ale (APA),Pale Ales
620,34174,335667,"Mate, Spawn, and Die",1,2.89,97,American Pale Ale (APA),Pale Ales
621,34174,194579,Mors Ex Supera,1,3.67,97,American Pale Ale (APA),Pale Ales
622,34174,123172,Oceanic,1,4.25,97,American Pale Ale (APA),Pale Ales
623,34174,123210,Red Half IPA,1,4.0,97,American Pale Ale (APA),Pale Ales
624,34892,257606,Knee Buckler IPA,1,3.61,97,American Pale Ale (APA),Pale Ales
625,15669,79881,Blackberry Cascade,2,3.32,97,American Pale Ale (APA),Pale Ales
626,15669,38164,Cascade Pale Ale,20,3.52,97,American Pale Ale (APA),Pale Ales
627,15669,372067,Citra,0,0.0,97,American Pale Ale (APA),Pale Ales
628,15669,255982,South Island Pale,1,4.0,97,American Pale Ale (APA),Pale Ales
629,23250,103106,Deepdale Pale,1,3.75,97,American Pale Ale (APA),Pale Ales
